ID	M7020000370735	M7020000396310	M7020000398638	M7020000402033	M7020000424934	M7020000427533	M7020000429832	M7020000469121	M7020000483425	M7020000504220	M7020000511010	M7020000532520	M7020000552326	M7020000554920	M7020000560613	M7020000565324	M7020000569619	M7020000576014	M7020000582521	M7020000593113	M7020000594021	M7020000597533	M7020000602230	M7020000609410	M7020000609939	M7020000615112	M7020000618230	M7020000618722	M7020000624229	M7020000627525	M7020000631027	M7020000634619	M7020000635115	M7020000636613	M7020000637639	M7020000637719	M7020000650318	M7020000650425	M7020000655314	M7020000658826	M7020000660010	M7020000688816	M7020000689715	M7020000692612	M7020000701829	M7020000702011	M7020000702414	M7020000707724	M7020000717918	M7020000719019	M7020000720332	M7020000721213	M7020000724028	M7020000742714	M7020000751437	M7020000765316	M7020000765530	M7020000767731	M7020000774217	M7020000777139	M7020000777317	M7020000790239	M7020000791817	M7020000807720	M7020000811123	M7020000811339	M7020000811535	M7020000811910	M7020000813727	M7020000815131	M7020000815211	M7020000815820	M7020000817922	M7020000819927	M7020000827830	M7020000828917	M7020000833434	M7020000842120	M7020000842139	M7020000846432	M7020000854013	M7020000859717	M7020000861420	M7020000861724	M7020000862534	M7020000862632	M7020000863738	M7020000866417	M7020000866927	M7020000868930	M7020000871032	M7020000874731	M7020000876431	M7020000878623	M7020000882420	M7020000886910	M7020000900134	M7020001028515	M7020001030139	M7020001030317	M7020001031118	M7020001031136	M7020001036428	M7020001048830	M7020001056538	M7020001059923	M7020001062419	M7020001069527	M7020001077233	M7020001087623	M7020001088611	M7020001090736	M7020001093925	M7020001095920	M7020001095939	M7020001098322	M7020001099230	M7020001103128	M7020001103530	M7020001105937	M7020001106120	M7020001106139	M7020001106433	M7020001111925	M7020001112717	M7020001112931	M7020001113026	M7020001114014	M7020001114829	M7020001115030	M7020001115334	M7020001116529	M7020001116814	M7020001116930	M7020001117811	M7020001118917	M7020001120129	M7020001121135	M7020001121313	M7020001121627	M7020001122910	M7020001123022	M7020001123739	M7020001124530	M7020001125410	M7020001126820	M7020001128136	M7020001129821	M7020001130027	M7020001132415	M7020001132424	M7020001132738	M7020001133717	M7020001133726	M7020001133931	M7020001135720	M7020001136530	M7020001137510	M7020001137618	M7020001141316	M7020001144238	M7020001146027	M7020001146036	M7020001146439	M7020001147131	M7020001148710	M7020001149520	M7020001154118	M7020001154922	M7020001155124	M7020001161613	M7020001161720	M7020001161936	M7020001163215	M7020001166914	M7020001167519	M7020001167626	M7020001168810	M7020001171816	M7020001175539	M7020001176017	M7020001181438	M7020001181732	M7020001183826	M7020001184233	M7020001187413	M7020001187638	M7020001188911	M7020001190132	M7020001190722	M7020001192226	M7020001192511	M7020001280338	M7020001285924	M7020001287633	M7020001292428	M7020001328431	M7020001338017	M7020001344210
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05173	0.0	0.0	0.0	0.0	0.0	0.0	0.01178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06501	0.0	0.0	0.0	0.0705	0.0	0.0	0.01397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02142	0.0	0.0	0.0	0.0	0.0	0.0	0.04068	0.0	0.0	0.0	0.05483	0.0	0.0	0.09056	0.05917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03367	0.0	0.0	0.0	0.06315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03606	0.0	0.0	0.03191	0.0	0.0	0.0	0.0	0.05214	0.0	0.0	0.0	0.0	0.0	0.0	0.03247	0.0	0.0	0.08187	0.0	0.0	0.0	0.0	0.0	0.06468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15769	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06036	0.0	0.03515	0.0	0.0	0.0	0.0	0.0	0.0292	0.0	0.0	0.0	0.01296	0.0	0.0	0.0	0.0	0.0766	0.03324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04152	0.0	0.0	0.0	0.0	0.0	0.0	0.03688	0.06631	0.0	0.0272	0.0	0.03266	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	3.71993	3.49187	4.1742	6.26606	3.37932	4.41998	8.01908	0.79941	7.00148	2.31028	1.98125	1.26031	0.90823	0.81	0.76252	2.0499	3.7156	0.77881	1.55405	1.86563	0.24295	2.852	0.47106	0.64894	1.56883	2.92835	1.17366	2.5586	3.74672	4.32475	3.40554	2.74976	0.93991	1.7357	2.68084	2.27883	3.95523	0.09579	0.0	1.83584	0.51447	0.03593	1.31212	1.01387	0.0	0.76968	1.06121	1.77905	4.38442	3.70898	0.18449	1.35752	2.82704	2.46206	3.4558	1.29613	3.22788	9.58736	1.06297	1.35461	1.84682	1.02612	2.16274	2.02075	1.19797	0.48283	0.32513	0.86086	0.35375	4.92155	3.05334	0.0	0.47369	0.14039	0.82178	0.04962	2.75861	2.51913	1.301	1.86334	0.39925	0.58148	1.14242	1.1786	1.56601	4.556	3.69496	4.76305	2.34034	2.14102	4.77082	0.47855	0.01258	2.05223	1.01593	0.46162	1.07607	0.29806	0.79848	1.72554	1.93563	6.98308	3.28344	3.64969	1.72482	1.14835	5.9829	1.39666	1.02492	2.12137	2.43354	0.97835	0.28226	1.9114	0.55179	2.91367	1.35016	3.13875	0.53849	0.63794	0.95167	0.40251	0.65122	3.85834	2.19995	1.24568	3.8549	0.28125	0.0	1.72362	0.7189	1.34452	11.26595	0.28838	0.64165	2.105	1.10887	1.59358	0.69522	2.86431	4.62605	2.10553	3.81247	4.387	3.34691	6.29077	0.0	0.34108	1.42572	2.52323	3.60288	0.28563	0.97786	1.42181	2.3612	0.85442	0.74633	3.59922	1.47055	0.33119	0.37415	1.39006	5.63741	2.22129	3.74701	2.22531	3.05036	1.4887	4.84392	0.61241	1.44014	0.0	2.57971	2.22404	2.77519	4.45093	1.07289	1.9921	1.54816	0.50922	1.0412	1.04468	1.30626	1.39379	1.36603	2.03062	1.317	1.46149	2.50451	1.6358	2.72683	1.21857	1.16089	1.10581	0.64326	4.88802	1.24804	0.1069	2.11836
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis	2.20493	0.21851	1.9615	0.37341	1.2732	3.06402	0.75893	0.19772	0.0	0.00206	0.75391	0.12499	0.53973	0.0	0.0	1.15433	0.0	0.05155	1.08377	0.0	0.0	0.0	0.07416	0.00244	0.15808	0.03577	0.22995	0.07889	0.0	0.0	0.42276	0.0	0.05962	0.6708	0.0	0.34683	0.34681	0.04252	0.0	0.97728	0.07102	0.0	0.02334	0.0	0.0	0.10673	0.01429	0.18597	0.0	0.44373	0.11061	0.02266	0.83913	0.00115	0.10854	0.17515	0.07712	0.20626	0.04898	0.0	0.22508	0.24343	0.56703	1.16919	0.0	0.11931	0.14054	0.20623	0.01945	3.37919	0.47924	0.0	0.09575	0.00949	0.00291	0.0	0.03058	1.27321	0.0208	0.01743	0.0	0.10594	0.47553	0.15758	1.21925	0.96828	0.00181	0.35541	0.04673	0.05177	0.45069	0.10374	0.0	0.50889	0.18079	0.09707	0.1444	0.07783	0.01077	0.37477	0.24592	0.0	0.33993	0.80444	0.0	0.24807	0.00292	0.05033	0.00252	0.40236	1.00674	0.04807	0.05793	0.00501	0.19429	1.44466	0.21338	0.0	0.19059	0.35719	0.18001	0.02979	0.0	0.35241	0.7717	0.0	1.2115	0.11729	0.0	0.69643	0.06084	0.29442	7.34949	0.05736	0.21756	0.04627	0.0	0.02	0.0028	0.19959	0.10633	0.22938	0.02244	0.0	0.0	2.36443	0.0	0.22955	0.36208	0.16381	1.16693	0.05428	0.30418	0.53346	0.85676	0.19279	0.0011	0.46253	0.2265	0.19814	0.06963	0.09898	3.69078	0.23822	0.07677	0.0	0.45424	0.45171	0.51306	0.07953	0.49457	0.0	0.00829	0.21498	1.05734	0.60514	0.0	0.82782	0.37781	0.0	0.0	0.59075	0.17789	0.12455	0.0	0.46838	0.145	0.03461	1.05638	0.26266	0.98307	0.41743	0.15784	0.53043	0.13872	1.98075	0.09267	0.0	0.02705
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified	2.20493	0.21851	1.9615	0.37341	1.2732	3.06402	0.75893	0.19772	0.0	0.00206	0.75391	0.12499	0.53973	0.0	0.0	1.15433	0.0	0.05155	1.08377	0.0	0.0	0.0	0.07416	0.00244	0.15808	0.03577	0.22995	0.07889	0.0	0.0	0.42276	0.0	0.05962	0.6708	0.0	0.34683	0.34681	0.04252	0.0	0.97728	0.07102	0.0	0.02334	0.0	0.0	0.10673	0.01429	0.18597	0.0	0.44373	0.11061	0.02266	0.83913	0.00115	0.10854	0.17515	0.07712	0.20626	0.04898	0.0	0.22508	0.24343	0.56703	1.16919	0.0	0.11931	0.14054	0.20623	0.01945	3.37919	0.47924	0.0	0.09575	0.00949	0.00291	0.0	0.03058	1.27321	0.0208	0.01743	0.0	0.10594	0.47553	0.15758	1.21925	0.96828	0.00181	0.35541	0.04673	0.05177	0.45069	0.10374	0.0	0.50889	0.18079	0.09707	0.1444	0.07783	0.01077	0.37477	0.24592	0.0	0.33993	0.80444	0.0	0.24807	0.00292	0.05033	0.00252	0.40236	1.00674	0.04807	0.05793	0.00501	0.19429	1.44466	0.21338	0.0	0.19059	0.35719	0.18001	0.02979	0.0	0.35241	0.7717	0.0	1.2115	0.11729	0.0	0.69643	0.06084	0.29442	7.34949	0.05736	0.21756	0.04627	0.0	0.02	0.0028	0.19959	0.10633	0.22938	0.02244	0.0	0.0	2.36443	0.0	0.22955	0.36208	0.16381	1.16693	0.05428	0.30418	0.53346	0.85676	0.19279	0.0011	0.46253	0.2265	0.19814	0.06963	0.09898	3.69078	0.23822	0.07677	0.0	0.45424	0.45171	0.51306	0.07953	0.49457	0.0	0.00829	0.21498	1.05734	0.60514	0.0	0.82782	0.37781	0.0	0.0	0.59075	0.17789	0.12455	0.0	0.46838	0.145	0.03461	1.05638	0.26266	0.98307	0.41743	0.15784	0.53043	0.13872	1.98075	0.09267	0.0	0.02705
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0.0	0.0	0.0	0.13557	0.0	0.94125	0.0	0.02602	0.0	0.15788	0.0	0.10555	0.0	0.0	0.0	0.0	0.0	0.04921	0.0	0.0	0.0	0.0	0.0	0.0	0.04543	0.40565	0.0	0.0	0.0	0.13246	0.0	0.0	0.0	0.0	0.0	0.01892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02587	0.5363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20383	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02027	0.0	0.0	0.23486	0.37984	0.0	0.0	0.0	0.0	0.35558	0.0	0.0	0.03102	0.0	0.0	0.0	0.0	0.0	0.02895	0.0	0.0	0.0	0.0	0.0	0.0	0.44196	0.02785	0.0	0.0	0.0	0.0	0.23796	0.0	0.32084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04342	0.0	0.01973	0.0	0.06285	0.0	0.0	0.0	0.01751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11515	0.09909	0.0	0.02224	0.0	0.0	0.13422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18357	0.0	0.44959	0.0	0.0	0.0	0.0	0.03264	0.0	0.0	0.0	0.0	0.02807	0.03612	0.0	0.02103	0.0	0.0343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01767	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__Parabacteroides_goldsteinii_unclassified	0.0	0.0	0.0	0.13557	0.0	0.94125	0.0	0.02602	0.0	0.15788	0.0	0.10555	0.0	0.0	0.0	0.0	0.0	0.04921	0.0	0.0	0.0	0.0	0.0	0.0	0.04543	0.40565	0.0	0.0	0.0	0.13246	0.0	0.0	0.0	0.0	0.0	0.01892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02587	0.5363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20383	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02027	0.0	0.0	0.23486	0.37984	0.0	0.0	0.0	0.0	0.35558	0.0	0.0	0.03102	0.0	0.0	0.0	0.0	0.0	0.02895	0.0	0.0	0.0	0.0	0.0	0.0	0.44196	0.02785	0.0	0.0	0.0	0.0	0.23796	0.0	0.32084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04342	0.0	0.01973	0.0	0.06285	0.0	0.0	0.0	0.01751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11515	0.09909	0.0	0.02224	0.0	0.0	0.13422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18357	0.0	0.44959	0.0	0.0	0.0	0.0	0.03264	0.0	0.0	0.0	0.0	0.02807	0.03612	0.0	0.02103	0.0	0.0343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01767	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0.00361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59147	0.0	0.0	0.0	0.0	0.0	0.05954	0.0	0.0	0.24295	0.0	0.0	0.0	0.0	0.0	0.0	0.04635	0.0	0.313	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76989	0.0	0.0	0.0	0.0	0.0	0.0	0.0053	0.02169	1.98366	0.00504	0.41451	0.56508	0.0	0.0	0.88601	0.0	0.99414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00594	0.0	0.0	0.0	0.0	0.0	0.0758	0.24067	0.0	1.02103	0.0	0.01628	0.0	0.0	0.0	0.0	0.0	0.0	0.00658	0.0	0.0	0.0	0.0108	0.0	0.0	0.0	0.16203	0.0	0.0	0.0	0.0	0.03795	0.0	0.0	0.25942	0.0	0.0	0.60944	0.0	0.0	0.0	0.0	0.00918	0.0	0.0	0.0	0.01764	0.0	0.0	0.0	0.00934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.53355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07253	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii|t__Parabacteroides_johnsonii_unclassified	0.00361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59147	0.0	0.0	0.0	0.0	0.0	0.05954	0.0	0.0	0.24295	0.0	0.0	0.0	0.0	0.0	0.0	0.04635	0.0	0.313	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76989	0.0	0.0	0.0	0.0	0.0	0.0	0.0053	0.02169	1.98366	0.00504	0.41451	0.56508	0.0	0.0	0.88601	0.0	0.99414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00594	0.0	0.0	0.0	0.0	0.0	0.0758	0.24067	0.0	1.02103	0.0	0.01628	0.0	0.0	0.0	0.0	0.0	0.0	0.00658	0.0	0.0	0.0	0.0108	0.0	0.0	0.0	0.16203	0.0	0.0	0.0	0.0	0.03795	0.0	0.0	0.25942	0.0	0.0	0.60944	0.0	0.0	0.0	0.0	0.00918	0.0	0.0	0.0	0.01764	0.0	0.0	0.0	0.00934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.53355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07253	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.76196	3.27336	1.06093	5.75708	0.0	0.0	0.0	0.22955	7.00148	0.0	0.0	0.0007	0.0	0.81	0.71335	0.89557	0.82895	0.6185	0.0	1.86563	0.0	1.28288	0.0	0.6465	0.76872	0.0	0.94371	2.43335	2.42475	1.52017	2.98278	2.74976	0.88029	1.0649	2.67979	1.91308	2.96558	0.0	0.0	0.5938	0.17043	0.0	0.77173	1.01387	0.0	0.0	1.04691	0.74617	4.38442	0.0	0.07388	0.64743	1.96204	0.0	3.34196	1.09929	0.0	9.37607	0.0	0.78954	1.59149	0.43345	0.70971	0.45249	0.0	0.36351	0.18256	0.01478	0.0	0.0	2.5741	0.0	0.37794	0.1309	0.714	0.04962	0.26434	0.54007	1.06831	1.84591	0.23201	0.0	0.0	0.0	0.34677	0.00944	3.69315	0.0	2.29361	2.08925	4.2891	0.33835	0.0	0.0	0.0	0.36455	0.89192	0.17548	0.32495	1.35077	1.52768	6.98308	1.61762	1.30178	1.69697	0.86232	5.97998	0.0	0.75949	0.49469	1.4268	0.0	0.22433	1.90639	0.28139	0.0	1.1276	3.13875	0.3479	0.1854	0.75402	0.0	0.65122	3.44308	1.41892	1.10555	2.6434	0.14645	0.0	0.0	0.0	0.0	0.0	0.0	0.33064	0.03078	0.0	0.0	0.67018	2.66471	0.91283	1.74192	3.79003	1.1528	3.34691	0.0	0.0	0.06956	0.0	2.35941	2.21919	0.0	0.41105	0.88835	0.0	0.44828	0.53683	3.13669	0.51088	0.0	0.2751	1.29108	1.37536	1.1662	3.67025	2.22531	0.30527	0.27382	4.32748	0.08329	0.94557	0.0	2.57142	2.00907	1.15166	3.84578	1.07289	0.89755	0.0	0.21313	1.00508	0.31346	0.89822	0.67318	1.19141	1.56224	1.172	0.3265	0.0	0.0	0.35662	0.0	0.98538	0.57538	0.50455	2.49323	1.15537	0.03438	2.09131
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__GCF_000307345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified	0.76196	3.27336	1.06093	5.75708	0.0	0.0	0.0	0.22955	7.00148	0.0	0.0	0.0007	0.0	0.22664	0.71335	0.89557	0.82895	0.6185	0.0	1.86563	0.0	1.28288	0.0	0.6465	0.76872	0.0	0.94371	2.43335	2.42475	1.52017	2.98278	2.74976	0.88029	1.0649	2.67979	1.91308	2.96558	0.0	0.0	0.5938	0.17043	0.0	0.77173	1.01387	0.0	0.0	1.04691	0.74617	4.38442	0.0	0.07388	0.64743	1.96204	0.0	3.34196	1.09929	0.0	9.37607	0.0	0.78954	1.59149	0.43345	0.70971	0.45249	0.0	0.36351	0.18256	0.01478	0.0	0.0	2.5741	0.0	0.37794	0.1309	0.714	0.04962	0.26434	0.54007	1.06831	1.84591	0.23201	0.0	0.0	0.0	0.34677	0.00944	3.69315	0.0	2.29361	2.08925	4.2891	0.33835	0.0	0.0	0.0	0.36455	0.89192	0.17548	0.32495	1.35077	1.52768	6.98308	1.61762	1.30178	1.69697	0.86232	5.97998	0.0	0.75949	0.49469	1.4268	0.0	0.22433	1.90639	0.28139	0.0	1.1276	3.13875	0.3479	0.1854	0.75402	0.0	0.65122	3.44308	1.41892	1.10555	2.6434	0.14645	0.0	0.0	0.0	0.0	0.0	0.0	0.33064	0.03078	0.0	0.0	0.67018	2.66471	0.91283	1.74192	3.79003	1.1528	3.34691	0.0	0.0	0.06956	0.0	2.35941	2.21919	0.0	0.41105	0.88835	0.0	0.44828	0.53683	3.13669	0.51088	0.0	0.2751	1.29108	1.37536	1.1662	3.67025	2.22531	0.30527	0.27382	4.32748	0.08329	0.94557	0.0	2.57142	2.00907	1.15166	3.84578	1.07289	0.89755	0.0	0.21313	1.00508	0.31346	0.89822	0.67318	1.19141	1.56224	1.172	0.3265	0.0	0.0	0.35662	0.0	0.98538	0.57538	0.50455	2.49323	1.15537	0.03438	2.09131
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified	0.74943	0.0	1.15177	0.0	2.10612	0.41471	7.26014	0.34613	0.0	2.15034	1.22734	0.43761	0.3685	0.0	0.04916	0.0	2.88665	0.0	0.47028	0.0	0.0	1.56912	0.3969	0.0	0.59661	2.48693	0.0	0.0	1.32197	2.35912	0.0	0.0	0.0	0.0	0.0	0.0	0.64284	0.05327	0.0	0.26475	0.27303	0.03593	0.51705	0.0	0.0	0.66295	0.0	0.07701	0.0	3.26525	0.0	0.68743	0.0	1.92461	0.0	0.0	1.16711	0.0	0.59949	0.0	0.03025	0.34924	0.0	0.39907	0.0	0.0	0.00013	0.63986	0.33431	1.54237	0.0	0.0	0.0	0.0	0.09893	0.0	2.46369	0.70585	0.19162	0.0	0.09145	0.0	0.28705	0.0	0.0	3.56201	0.0	4.05206	0.0	0.0	0.0	0.03646	0.006	1.54334	0.83514	0.0	0.0	0.04475	0.46275	0.0	0.0	0.0	1.32589	1.10152	0.0	0.0	0.0	1.34632	0.00348	0.98635	0.0	0.0	0.0	0.0	0.07611	1.46901	0.0	0.0	0.0	0.05193	0.0	0.35299	0.0	0.0	0.0	0.14013	0.0	0.0	0.0	1.02719	0.65806	1.05009	3.91646	0.23102	0.09345	1.86814	1.00978	1.57358	0.0	0.0	3.6069	0.0	0.0	3.23421	0.0	3.92634	0.0	0.04198	1.06363	0.0	0.14281	0.23135	0.26263	0.0	1.50443	0.21335	0.2084	0.0	0.73317	0.13305	0.02943	0.0	0.57127	0.81688	0.0	0.0	2.29085	0.5796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26673	1.17035	0.26802	0.0	0.14047	0.20912	0.0	0.14032	0.0	0.0	1.10038	1.44813	1.37314	1.38714	0.80114	0.0	0.0	0.0	0.41403	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
